GSE,CUI,SAB,CODE,STR
GSE49829,C0036117,ICD9CM,003.9,Salmonella infection NOS
GSE49829,C0036117,ICD9CM,003.9,Salmonella infection, unspecified
GSE49829,C0036117,MSH,D012480,Salmonella Infections
GSE49871,C0011311,ICD9CM,061,Dengue
GSE49871,C0011311,MSH,D003715,Dengue
GSE4989,C0008679,MSH,D002908,Chronic Disease
GSE49894,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE49897,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE4990,C0011854,MSH,D003922,Diabetes Mellitus, Type 1
GSE4990,C0024312,ICD9CM,288.51,Lymphocytopenia
GSE4990,C0024312,MSH,D008231,Lymphopenia
GSE49921,C0149649,ICD9CM,445,Atheroembolism
GSE49921,C0149649,MSH,D017700,Embolism, Cholesterol
GSE49931,C0029342,MSH,D009976,Orthomyxoviridae Infections
GSE49934,C0021400,ICD9CM,487,Influenza
GSE49934,C0021400,MSH,D007251,Influenza, Human
GSE49937,C0027051,MSH,D009203,Myocardial Infarction
GSE49937,C1956346,MSH,D003324,Coronary Artery Disease
GSE4995-GPL3839,C0041107,MSH,D014314,Trisomy
GSE4995-GPL3840,C0041107,MSH,D014314,Trisomy
GSE49957,C0032080,MSH,D010935,Plant Diseases
GSE50009,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE50033-GPL17596,C0032080,MSH,D010935,Plant Diseases
GSE50033-GPL17597,C0032080,MSH,D010935,Plant Diseases
GSE50033-GPL17598,C0032080,MSH,D010935,Plant Diseases
GSE50042,C0011303,MSH,D003711,Demyelinating Diseases
GSE50042,C0026769,ICD9CM,340,Multiple sclerosis
GSE50042,C0026769,MSH,D009103,Multiple Sclerosis
GSE50043,C0043407,MSH,D015009,Yersinia Infections
GSE50058,C0018823,ICD9CM,37.51,Heart transplantation
GSE50058,C0022671,ICD9CM,55.6,Transplant of kidney
GSE50095,C0026850,ICD9CM,359.1,Hered prog musc dystrphy
GSE50095,C0026850,ICD9CM,359.1,Hereditary progressive muscular dystrophy
GSE50095,C0026850,MSH,D009136,Muscular Dystrophies
GSE50097,C0026850,ICD9CM,359.1,Hered prog musc dystrphy
GSE50097,C0026850,ICD9CM,359.1,Hereditary progressive muscular dystrophy
GSE50097,C0026850,MSH,D009136,Muscular Dystrophies
GSE50098,C0026850,ICD9CM,359.1,Hered prog musc dystrphy
GSE50098,C0026850,ICD9CM,359.1,Hereditary progressive muscular dystrophy
GSE50098,C0026850,MSH,D009136,Muscular Dystrophies
GSE50101,C0018621,ICD9CM,477.0,Allergic rhinitis due to pollen
GSE50101,C0018621,ICD9CM,477.0,Rhinitis due to pollen
GSE50101,C0018621,MSH,D006255,Rhinitis, Allergic, Seasonal
GSE50158,C0024266,MSH,D008216,Lymphocytic Choriomeningitis
GSE50158,C0153014,ICD9CM,049.0,Lymphocytic choriomeningitis
GSE50161,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE50161,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE50161,C0014544,ICD9CM,345.9,Epilepsy, unspecified
GSE50161,C0014544,MSH,D004827,Epilepsy
GSE50184,C0018081,ICD9CM,098,Gonococcal infections
GSE50184,C0018081,MSH,D006069,Gonorrhea
GSE50188,C0009324,ICD9CM,556,Ulcerative colitis
GSE50188,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE50188,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE50188,C0009324,MSH,D003093,Colitis, Ulcerative
GSE50188,C0010346,MSH,D003424,Crohn Disease
GSE50189,C0009324,ICD9CM,556,Ulcerative colitis
GSE50189,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE50189,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE50189,C0009324,MSH,D003093,Colitis, Ulcerative
GSE50189,C0010346,MSH,D003424,Crohn Disease
GSE50214,C0038395,MSH,D013290,Streptococcal Infections
GSE50222,C0018621,ICD9CM,477.0,Allergic rhinitis due to pollen
GSE50222,C0018621,ICD9CM,477.0,Rhinitis due to pollen
GSE50222,C0018621,MSH,D006255,Rhinitis, Allergic, Seasonal
GSE50223,C0018621,ICD9CM,477.0,Allergic rhinitis due to pollen
GSE50223,C0018621,ICD9CM,477.0,Rhinitis due to pollen
GSE50223,C0018621,MSH,D006255,Rhinitis, Allergic, Seasonal
GSE5030,C0005961,ICD9CM,41.00,Bone marrow transplant, not otherwise specified
GSE5030,C0005961,ICD9CM,41.00,Bone marrow trnsplnt NOS
GSE5030,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE50387-GPL10558,C0018621,ICD9CM,477.0,Allergic rhinitis due to pollen
GSE50387-GPL10558,C0018621,ICD9CM,477.0,Rhinitis due to pollen
GSE50387-GPL10558,C0018621,MSH,D006255,Rhinitis, Allergic, Seasonal
GSE50387-GPL13534,C0018621,ICD9CM,477.0,Allergic rhinitis due to pollen
GSE50387-GPL13534,C0018621,ICD9CM,477.0,Rhinitis due to pollen
GSE50387-GPL13534,C0018621,MSH,D006255,Rhinitis, Allergic, Seasonal
GSE50391,C0019693,ICD9CM,042,Human immuno virus dis
GSE50391,C0019693,ICD9CM,042,Human immunodeficiency virus [HIV] disease
GSE50391,C0019693,ICD9CM,042-042.99,HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION
GSE50391,C0019693,MSH,D015658,HIV Infections
GSE50399,C0004238,ICD9CM,427.31,Atrial fibrillation
GSE50399,C1623258,ICD9CM,89.52,Electrocardiogram
GSE504,C0039082,MSH,D013577,Syndrome
GSE504,C0206762,ICD9CM,755.9,Congen limb anomaly NOS
GSE504,C0206762,ICD9CM,755.9,Unspecified anomaly of unspecified limb
GSE5040,C0016719,ICD9CM,334.0,Friedreich's ataxia
GSE5040,C0016719,MSH,D005621,Friedreich Ataxia
GSE50401-GPL1261,C0004238,ICD9CM,427.31,Atrial fibrillation
GSE50401-GPL1261,C1623258,ICD9CM,89.52,Electrocardiogram
GSE50401-GPL16331,C0004238,ICD9CM,427.31,Atrial fibrillation
GSE50401-GPL16331,C1623258,ICD9CM,89.52,Electrocardiogram
GSE50431,C0019196,ICD9CM,070.7,Unspecified viral hepatitis C
GSE50431,C0019196,MSH,D006526,Hepatitis C
GSE50449,C1861922,MSH,D055036,Campomelic Dysplasia
GSE50453,C0009324,ICD9CM,556,Ulcerative colitis
GSE50453,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE50453,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE50453,C0009324,MSH,D003093,Colitis, Ulcerative
GSE50453,C0010346,MSH,D003424,Crohn Disease
GSE50458,C0011860,MSH,D003924,Diabetes Mellitus, Type 2
GSE5047,C0004610,ICD9CM,790.7,Bacteremia
GSE5047,C0004610,MSH,D016470,Bacteremia
GSE505,C0016781,MSH,D005642,Fuchs' Endothelial Dystrophy
GSE5051-GPL28,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE5051-GPL2819,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE5051-GPL2826,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE5051-GPL2834,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE5051-GPL2842,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE5051-GPL3441,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE5051-GPL3442,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE5051-GPL3443,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE50510,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE50519,C0011860,MSH,D003924,Diabetes Mellitus, Type 2
GSE50531,C0027051,MSH,D009203,Myocardial Infarction
GSE5056,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE5057,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE50573,C0010035,ICD9CM,371.5,Hereditary corneal dystrophies
GSE50573,C0010035,ICD9CM,371.50,Corneal dystrophy NOS
GSE50573,C0010035,ICD9CM,371.50,Hereditary corneal dystrophy, unspecified
GSE50573,C0010035,MSH,D003317,Corneal Dystrophies, Hereditary
GSE5058,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE5059,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE5060-GPL570,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE5060-GPL80,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE5060-GPL96,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE5081,C0079487,MSH,D016481,Helicobacter Infections
GSE5081,C0374997,ICD9CM,041.86,Helicobacter pylori
GSE5082,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE5082,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE50884,C0018823,ICD9CM,37.51,Heart transplantation
GSE5090,C0032460,ICD9CM,256.4,Polycystic ovaries
GSE5090,C0032460,MSH,D011085,Polycystic Ovary Syndrome
GSE5090,C0206081,MSH,D017588,Hyperandrogenism
GSE5090,C0524620,ICD9CM,277.7,Dysmetabolic syndrome x
GSE5090,C0524620,MSH,D024821,Metabolic Syndrome X
GSE50954,C0042769,MSH,D014777,Virus Diseases
GSE50973,C0024301,ICD9CM,202.0,Nodular lymphoma
GSE51002,C0021364,ICD9CM,606,Infertility, male
GSE51002,C0021364,ICD9CM,606.9,Male infertility NOS
GSE51002,C0021364,ICD9CM,606.9,Male infertility, unspecified
GSE51002,C0021364,MSH,D007248,Infertility, Male
GSE5104,C0022671,ICD9CM,55.6,Transplant of kidney
GSE51041,C0238288,MSH,D020391,Muscular Dystrophy, Facioscapulohumeral
GSE5106,C0043096,ICD9CM,783.21,Abnormal loss of weight
GSE5106,C0043096,ICD9CM,783.21,Loss of weight
GSE5106,C0343755,MSH,D019247,HIV Wasting Syndrome
GSE5107,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE5107,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE5108,C0014175,ICD9CM,617,Endometriosis
GSE5108,C0014175,ICD9CM,617.9,Endometriosis NOS
GSE5108,C0014175,ICD9CM,617.9,Endometriosis, site unspecified
GSE5108,C0014175,MSH,D004715,Endometriosis
GSE5108,C0031142,ICD9CM,568.9,Peritoneal disorder NOS
GSE5108,C0031142,ICD9CM,568.9,Unspecified disorder of peritoneum
GSE5108,C0031142,MSH,D010532,Peritoneal Diseases
GSE5109,C0028756,ICD9CM,278.01,Morbid obesity
GSE5109,C0028756,MSH,D009767,Obesity, Morbid
GSE5109,C0043096,ICD9CM,783.21,Abnormal loss of weight
GSE5109,C0043096,ICD9CM,783.21,Loss of weight
GSE5112,C0036117,ICD9CM,003.9,Salmonella infection NOS
GSE5112,C0036117,ICD9CM,003.9,Salmonella infection, unspecified
GSE5112,C0036117,MSH,D012480,Salmonella Infections
GSE5113,C0036117,ICD9CM,003.9,Salmonella infection NOS
GSE5113,C0036117,ICD9CM,003.9,Salmonella infection, unspecified
GSE5113,C0036117,MSH,D012480,Salmonella Infections
GSE5119,C0036117,ICD9CM,003.9,Salmonella infection NOS
GSE5119,C0036117,ICD9CM,003.9,Salmonella infection, unspecified
GSE5119,C0036117,MSH,D012480,Salmonella Infections
GSE512,C0080151,MSH,D016097,Simian Acquired Immunodeficiency Syndrome
GSE5122,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE51255,C0019693,ICD9CM,042,Human immuno virus dis
GSE51255,C0019693,ICD9CM,042,Human immunodeficiency virus [HIV] disease
GSE51255,C0019693,ICD9CM,042-042.99,HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION
GSE51255,C0019693,MSH,D015658,HIV Infections
GSE5129,C0018800,ICD9CM,429.3,Cardiomegaly
GSE5129,C0020538,ICD9CM,401-405.99,HYPERTENSIVE DISEASE
GSE5129,C0020538,ICD9CM,997.91,Complications affecting other specified body systems, not elsewhere classified, hypertension
GSE5129,C0020538,ICD9CM,997.91,Surg comp - hypertension
GSE5129,C0020538,MSH,D006973,Hypertension
GSE514,C0001175,MSH,D000163,Acquired Immunodeficiency Syndrome
GSE514,C0036220,ICD9CM,176,Kaposi's sarcoma
GSE514,C0036220,ICD9CM,176.9,Kaposi's sarcoma NOS
GSE514,C0036220,ICD9CM,176.9,Kaposi's sarcoma, unspecified site
GSE51405,C0009447,ICD9CM,279.06,Common variabl immunodef
GSE51405,C0009447,ICD9CM,279.06,Common variable immunodeficiency
GSE51405,C0009447,MSH,D017074,Common Variable Immunodeficiency
GSE51439,C0080151,MSH,D016097,Simian Acquired Immunodeficiency Syndrome
GSE51542,C0015695,MSH,D005234,Fatty Liver
GSE51543,C0015695,MSH,D005234,Fatty Liver
GSE51545,C0015695,MSH,D005234,Fatty Liver
GSE5157,C0016513,MSH,D005535,Foot Rot
GSE516,C0003864,MSH,D001168,Arthritis
GSE516,C0003873,ICD9CM,714.0,Rheumatoid arthritis
GSE516,C0003873,MSH,D001172,Arthritis, Rheumatoid
GSE5166,C0016513,MSH,D005535,Foot Rot
GSE51660,C0019372,MSH,D006566,Herpesviridae Infections
GSE51685,C0002736,ICD9CM,335.20,Amyotrophic lateral sclerosis
GSE51685,C0002736,ICD9CM,335.20,Amyotrophic sclerosis
GSE51685,C0002736,MSH,D000690,Amyotrophic Lateral Sclerosis
GSE51741-GPL11154,C0002736,ICD9CM,335.20,Amyotrophic lateral sclerosis
GSE51741-GPL11154,C0002736,ICD9CM,335.20,Amyotrophic sclerosis
GSE51741-GPL11154,C0002736,MSH,D000690,Amyotrophic Lateral Sclerosis
GSE51741-GPL13112,C0002736,ICD9CM,335.20,Amyotrophic lateral sclerosis
GSE51741-GPL13112,C0002736,ICD9CM,335.20,Amyotrophic sclerosis
GSE51741-GPL13112,C0002736,MSH,D000690,Amyotrophic Lateral Sclerosis
GSE51760,C0003123,ICD9CM,783.0,Anorexia
GSE51760,C0003123,MSH,D000855,Anorexia
GSE51760,C0028754,ICD9CM,278.00,Obesity NOS
GSE51760,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE51760,C0028754,MSH,D009765,Obesity
GSE51761,C0000768,ICD9CM,740-759.99,CONGENITAL ANOMALIES
GSE51761,C0000768,ICD9CM,759.9,Congenital anomaly NOS
GSE51761,C0000768,ICD9CM,759.9,Congenital anomaly, unspecified
GSE51761,C0162809,MSH,D017436,Kallmann Syndrome
GSE5180,C0003486,MSH,D001014,Aortic Aneurysm
GSE51819,C0016412,MSH,D005494,Folic Acid Deficiency
GSE51847,C0036330,ICD9CM,120.1,Schistosoma mansoni
GSE51909,C0014074,MSH,D004683,Encephalomyelitis, Equine
GSE5191,C0036329,ICD9CM,120.2,Schistosoma japonicum
GSE5191,C0036330,ICD9CM,120.1,Schistosoma mansoni
GSE5195,C0026848,ICD9CM,359.9,Myopathy NOS
GSE5195,C0026848,ICD9CM,359.9,Myopathy, unspecified
GSE5195,C0026848,MSH,D009135,Muscular Diseases
GSE5195,C0036946,MSH,D012757,Sheep Diseases
GSE5202,C0006309,ICD9CM,023,Brucellosis
GSE5202,C0006309,ICD9CM,023.9,Brucellosis NOS
GSE5202,C0006309,ICD9CM,023.9,Brucellosis, unspecified
GSE5202,C0006309,MSH,D002006,Brucellosis
GSE5202,C0302362,ICD9CM,023.0,Brucella melitensis
GSE52168,C0009319,MSH,D003092,Colitis
GSE52168,C0021390,MSH,D015212,Inflammatory Bowel Diseases
GSE52168,C1456246,ICD9CM,041.82,Bacteroides fragilis
GSE5220,C0019693,ICD9CM,042,Human immuno virus dis
GSE5220,C0019693,ICD9CM,042,Human immunodeficiency virus [HIV] disease
GSE5220,C0019693,ICD9CM,042-042.99,HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION
GSE5220,C0019693,MSH,D015658,HIV Infections
GSE5220,C0042749,ICD9CM,790.8,Viremia NOS
GSE5220,C0042749,ICD9CM,790.8,Viremia, unspecified
GSE5220,C0042749,MSH,D014766,Viremia
GSE52249,C0013080,ICD9CM,758.0,Down's syndrome
GSE52249,C0013080,MSH,D004314,Down Syndrome
GSE5233,C0036330,ICD9CM,120.1,Schistosoma mansoni
GSE5233,C0036330,ICD9CM,120.1,Schistosomiasis due to schistosoma mansoni
GSE5233,C0036330,MSH,D012555,Schistosomiasis mansoni
GSE5234,C0036329,ICD9CM,120.2,Schistosoma japonicum
GSE5234,C0036329,ICD9CM,120.2,Schistosomiasis due to schistosoma japonicum
GSE5234,C0036329,MSH,D012554,Schistosomiasis japonica
GSE52348,C0043459,MSH,D015211,Zellweger Syndrome
GSE5235,C0036329,ICD9CM,120.2,Schistosoma japonicum
GSE5247,C0007193,MSH,D002311,Cardiomyopathy, Dilated
GSE5247,C0012979,MSH,D004283,Dog Diseases
GSE5247,C0018801,ICD9CM,428,Heart failure
GSE5247,C0018801,ICD9CM,428.9,Heart failure NOS
GSE5247,C0018801,ICD9CM,428.9,Heart failure, unspecified
GSE5247,C0018801,MSH,D006333,Heart Failure
GSE52474,C0036983,ICD9CM,785.52,Septic shock
GSE5249,C0026846,MSH,D009133,Muscular Atrophy
GSE52514,C0403447,MSH,D051436,Renal Insufficiency, Chronic
GSE5255,C0020542,MSH,D006976,Hypertension, Pulmonary
GSE52577,C0001314,MSH,D000208,Acute Disease
GSE52577,C0023470,ICD9CM,205,Myeloid leukemia
GSE52577,C0023470,ICD9CM,205.9,Unspecified myeloid leukemia
GSE5258-GPL3921,C0002395,ICD9CM,331.0,Alzheimer's disease
GSE5258-GPL3921,C0002395,MSH,D000544,Alzheimer Disease
GSE5258-GPL3921,C0028754,ICD9CM,278.00,Obesity NOS
GSE5258-GPL3921,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE5258-GPL3921,C0028754,MSH,D009765,Obesity
GSE5258-GPL96,C0002395,ICD9CM,331.0,Alzheimer's disease
GSE5258-GPL96,C0002395,MSH,D000544,Alzheimer Disease
GSE5258-GPL96,C0028754,ICD9CM,278.00,Obesity NOS
GSE5258-GPL96,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE5258-GPL96,C0028754,MSH,D009765,Obesity
GSE52581,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE5260,C0598608,MSH,D020138,Hyperhomocysteinemia
GSE5281,C0002395,ICD9CM,331.0,Alzheimer's disease
GSE5281,C0002395,MSH,D000544,Alzheimer Disease
GSE52815,C0011854,MSH,D003922,Diabetes Mellitus, Type 1
GSE52819,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE52819,C0041296,MSH,D014376,Tuberculosis
GSE5282,C0017601,ICD9CM,365,Glaucoma
GSE5282,C0017601,ICD9CM,365.9,Glaucoma NOS
GSE5282,C0017601,ICD9CM,365.9,Unspecified glaucoma
GSE5282,C0017601,MSH,D005901,Glaucoma
GSE5285,C0020544,MSH,D006977,Hypertension, Renal
GSE5286,C0032080,MSH,D010935,Plant Diseases
GSE52869,C0027059,ICD9CM,429.0,Myocarditis NOS
GSE52869,C0027059,ICD9CM,429.0,Myocarditis, unspecified
GSE52869,C0027059,MSH,D009205,Myocarditis
GSE52869,C0038436,ICD9CM,309.81,Posttraumatic stress dis
GSE52869,C0038436,ICD9CM,309.81,Posttraumatic stress disorder
GSE5289,C0029342,MSH,D009976,Orthomyxoviridae Infections
GSE5289,C0032310,ICD9CM,480,Viral pneumonia
GSE5289,C0032310,ICD9CM,480.9,Viral pneumonia NOS
GSE5289,C0032310,ICD9CM,480.9,Viral pneumonia, unspecified
GSE5289,C0032310,MSH,D011024,Pneumonia, Viral
GSE5289,C0155862,ICD9CM,481,Pneumococcal pneumonia
GSE5289,C0155862,ICD9CM,481,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
GSE5289,C0155862,ICD9CM,482.3,Pneumonia due to Streptococcus
GSE5289,C0155862,ICD9CM,482.30,Pneumonia due to Streptococcus, unspecified
GSE5289,C0155862,ICD9CM,482.30,Streptococcal pneumn NOS
GSE5289,C0155862,MSH,D011018,Pneumonia, Pneumococcal
GSE52900,C0019693,ICD9CM,042,Human immuno virus dis
GSE52900,C0019693,ICD9CM,042,Human immunodeficiency virus [HIV] disease
GSE52900,C0019693,ICD9CM,042-042.99,HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION
GSE52900,C0019693,MSH,D015658,HIV Infections
GSE52906,C0035235,MSH,D018357,Respiratory Syncytial Virus Infections
GSE52906,C0085129,MSH,D016535,Bronchial Hyperreactivity
GSE52921,C0001815,ICD9CM,238.76,Myelofi w myelo metaplas
GSE52921,C0001815,ICD9CM,238.76,Myelofibrosis with myeloid metaplasia
GSE52928,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE52974,C0008924,ICD9CM,749.1,Cleft lip
GSE52974,C0008924,ICD9CM,749.10,Cleft lip NOS
GSE52974,C0008924,ICD9CM,749.10,Cleft lip, unspecified
GSE52974,C0008925,ICD9CM,749.0,Cleft palate
GSE52974,C0008925,ICD9CM,749.00,Cleft palate NOS
GSE52974,C0008925,ICD9CM,749.00,Cleft palate, unspecified
GSE53014,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE53014,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE5307,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE5308,C0032080,MSH,D010935,Plant Diseases
GSE53132,C0011603,MSH,D003872,Dermatitis
GSE53132,C0011615,MSH,D003876,Dermatitis, Atopic
GSE53132,C0013595,MSH,D004485,Eczema
GSE53147,C0042900,ICD9CM,709.01,Vitiligo
GSE53147,C0042900,MSH,D014820,Vitiligo
GSE5315,C0007786,MSH,D002545,Brain Ischemia
GSE5315,C0740392,MSH,D020244,Infarction, Middle Cerebral Artery
GSE5339,C0006277,ICD9CM,490,Bronchitis NOS
GSE5339,C0006277,ICD9CM,490,Bronchitis, not specified as acute or chronic
GSE5339,C0006277,MSH,D001991,Bronchitis
GSE5339,C0028797,MSH,D009784,Occupational Diseases
GSE5340,C0006840,ICD9CM,112,Candidiasis
GSE5340,C0006840,ICD9CM,112.9,Candidiasis of unspecified site
GSE5340,C0006840,ICD9CM,112.9,Candidiasis site NOS
GSE5340,C0006840,MSH,D002177,Candidiasis
GSE53400,C0011860,MSH,D003924,Diabetes Mellitus, Type 2
GSE5341,C0010414,ICD9CM,117.5,Cryptococcosis
GSE5341,C0010414,MSH,D003453,Cryptococcosis
GSE5341,C0162526,MSH,D017088,AIDS-Related Opportunistic Infections
GSE5344,C0006840,ICD9CM,112,Candidiasis
GSE5344,C0006840,ICD9CM,112.9,Candidiasis of unspecified site
GSE5344,C0006840,ICD9CM,112.9,Candidiasis site NOS
GSE5344,C0006840,MSH,D002177,Candidiasis
GSE5348,C0019202,MSH,D006527,Hepatolenticular Degeneration
GSE536,C0011860,MSH,D003924,Diabetes Mellitus, Type 2
GSE536,C0028754,ICD9CM,278.00,Obesity NOS
GSE536,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE536,C0028754,MSH,D009765,Obesity
GSE5364,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE5365,C0026618,ICD9CM,520.3,Mottled teeth
GSE5365,C0026618,MSH,D009050,Fluorosis, Dental
GSE5373,C0025362,ICD9CM,317-319.99,INTELLECTUAL DISABILITIES
GSE5375,C0032269,MSH,D011008,Pneumococcal Infections
GSE5377,C2937421,ICD9CM,600,Hyperplasia of prostate
GSE5377,C2937421,ICD9CM,600.9,Hyperplasia of prostate, unspecified
GSE5377,C2937421,MSH,D011470,Prostatic Hyperplasia
GSE53782,C0028754,ICD9CM,278.00,Obesity NOS
GSE53782,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE53782,C0028754,MSH,D009765,Obesity
GSE53782,C0043096,ICD9CM,783.21,Abnormal loss of weight
GSE53782,C0043096,ICD9CM,783.21,Loss of weight
GSE53782,C0271650,MSH,D018149,Glucose Intolerance
GSE5382,C0001973,ICD9CM,303,Alcohol dependence syndrome
GSE5388,C0005586,ICD9CM,296.80,Bipolar disorder NOS
GSE5388,C0005586,ICD9CM,296.80,Bipolar disorder, unspecified
GSE5389,C0005586,ICD9CM,296.80,Bipolar disorder NOS
GSE5389,C0005586,ICD9CM,296.80,Bipolar disorder, unspecified
GSE53890,C0002395,ICD9CM,331.0,Alzheimer's disease
GSE53890,C0002395,MSH,D000544,Alzheimer Disease
GSE53890,C0338451,ICD9CM,331.1,Frontotemporal dementia
GSE53890,C0338451,MSH,D057180,Frontotemporal Dementia
GSE53890,C0752347,ICD9CM,331.82,Dementia w Lewy bodies
GSE53890,C0752347,ICD9CM,331.82,Dementia with lewy bodies
GSE53890,C0752347,MSH,D020961,Lewy Body Disease
GSE53894,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE5390,C0002395,ICD9CM,331.0,Alzheimer's disease
GSE5390,C0002395,MSH,D000544,Alzheimer Disease
GSE5390,C0013080,ICD9CM,758.0,Down's syndrome
GSE5390,C0013080,MSH,D004314,Down Syndrome
GSE5392,C0005586,ICD9CM,296.80,Bipolar disorder NOS
GSE5392,C0005586,ICD9CM,296.80,Bipolar disorder, unspecified
GSE54000-GPL11154,C0004153,ICD9CM,440,Atherosclerosis
GSE54000-GPL11154,C0004153,MSH,D050197,Atherosclerosis
GSE54000-GPL16043,C0004153,ICD9CM,440,Atherosclerosis
GSE54000-GPL16043,C0004153,MSH,D050197,Atherosclerosis
GSE54039,C0004153,ICD9CM,440,Atherosclerosis
GSE54039,C0004153,MSH,D050197,Atherosclerosis
GSE54047-GPL11154,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE54047-GPL11154,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE54047-GPL16791,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE54047-GPL16791,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE54050,C0013404,ICD9CM,786.05,Shortness of breath
GSE54050,C0034050,ICD9CM,516.0,Pul alveolar proteinosis
GSE54050,C0034050,ICD9CM,516.0,Pulmonary alveolar proteinosis
GSE54050,C0034050,MSH,D011649,Pulmonary Alveolar Proteinosis
GSE54062,C0021400,ICD9CM,487,Influenza
GSE54062,C0021400,MSH,D007251,Influenza, Human
GSE54062,C0029342,MSH,D009976,Orthomyxoviridae Infections
GSE54063,C0021400,ICD9CM,487,Influenza
GSE54063,C0021400,MSH,D007251,Influenza, Human
GSE54063,C0029342,MSH,D009976,Orthomyxoviridae Infections
GSE54064,C0021400,ICD9CM,487,Influenza
GSE54064,C0021400,MSH,D007251,Influenza, Human
GSE54064,C0029342,MSH,D009976,Orthomyxoviridae Infections
